Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
W.CO LOGISTICA EM DU,19246547000108,014364,20.0,20250327,20250327
MB DISTRIBUIDORA,06752049000268,014364,10.0,20250107,20250108
W. NORDESTE,22101582000135,014392,10.0,20250107,20250116
W. NORDESTE,22101582000135,014392,110.0,20250115,20250116
W. NORDESTE,22101582000135,014392,130.0,20250124,20250127
W.CO LOGISTICA EM DU,19246547000108,014392,70.0,20250114,20250114
W.CO LOGISTICA EM DU,19246547000108,014392,140.0,20250327,20250327
W SUL DIST E IMP DE,08111865000137,014392,120.0,20250115,20250116
W.CO LOGISTICA EM DU,19246547000108,014398,10.0,20250114,20250114
W.CO LOGISTICA EM DU,19246547000108,014398,30.0,20250327,20250327
MB DISTRIBUIDORA,06752049000268,014398,10.0,20250107,20250108
W. NORTE,51050054000364,014398,200.0,20250128,20250128
W SUL DIST E IMP DE,08111865000137,014398,10.0,20250115,20250116
W.SP LOGISTICA,11247454000188,014398,10.0,20250122,20250124
W.SP LOGISTICA,11247454000188,009548,200.0,20250214,20250221
W.SP LOGISTICA,11247454000188,009548,200.0,20250107,20250110
LM MOTO,70963418000341,009548,1.0,20250204,20250211
W.CO LOGISTICA EM DU,19246547000108,014354,50.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,014354,120.0,20250122,20250203
W.SP LOGISTICA,11247454000188,014356,70.0,20250203,20250204
W.CO LOGISTICA EM DU,19246547000108,014356,20.0,20250125,20250127
W.SP LOGISTICA,11247454000188,014356,310.0,20250127,20250204
LM MOTO,70963418000341,014356,30.0,20250124,20250124
LM MOTO,70963418000341,014356,430.0,20250127,20250204
LM MOTO,70963418000341,014356,80.0,20250203,20250204
W.CO LOGISTICA EM DU,19246547000108,014356,70.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,014356,310.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,014356,100.0,20250203,20250205
MB DISTRIBUIDORA,06752049000268,014356,160.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,014356,790.0,20250127,20250130
W. NORDESTE,22101582000135,014365,10.0,20250115,20250116
W. NORTE,51050054000364,014365,20.0,20250114,20250114
W.SP LOGISTICA,11247454000188,014365,20.0,20250327,20250328
LM MOTO,70963418000341,014365,10.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,014365,10.0,20250219,20250227
W.SP LOGISTICA,11247454000188,014365,10.0,20250311,20250311
MB DISTRIBUIDORA,06752049000268,014365,30.0,20250122,20250203
W.SP LOGISTICA,11247454000188,014365,10.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,014365,10.0,20250307,20250312
LM MOTO,70963418000341,014368,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,014368,20.0,20250115,20250116
LM MOTO,70963418000341,014368,10.0,20250204,20250211
MB DISTRIBUIDORA,06752049000268,014368,40.0,20250107,20250108
W.CO LOGISTICA EM DU,19246547000108,014368,20.0,20250327,20250327
MB DISTRIBUIDORA,06752049000268,014368,50.0,20250122,20250203
W.SP LOGISTICA,11247454000188,014368,10.0,20250204,20250204
W. NORTE,51050054000364,014368,50.0,20250128,20250128
W.SP LOGISTICA,11247454000188,014368,20.0,20250311,20250311
W.SP LOGISTICA,11247454000188,014368,100.0,20250321,20250321
W.SP LOGISTICA,11247454000188,014368,10.0,20250124,20250204
W SUL DIST E IMP DE,08111865000137,014368,300.0,20250128,20250128
LM MOTO,70963418000341,014370,10.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,014370,100.0,20250128,20250128
W. NORTE,51050054000364,014370,20.0,20250114,20250114
W.SP LOGISTICA,11247454000188,014371,20.0,20250203,20250204
W. NORDESTE,22101582000135,014371,20.0,20250107,20250116
W SUL DIST E IMP DE,08111865000137,014371,140.0,20250127,20250128
W.SP LOGISTICA,11247454000188,014371,10.0,20250127,20250204
W.SP LOGISTICA,11247454000188,014371,280.0,20250327,20250328
LM MOTO,70963418000341,014371,60.0,20250204,20250211
W SUL DIST E IMP DE,08111865000137,014371,20.0,20250122,20250128
MB DISTRIBUIDORA,06752049000268,014371,140.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,014371,50.0,20250203,20250205
W.SP LOGISTICA,11247454000188,014371,20.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,014371,70.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,014371,350.0,20250127,20250130
W.SP LOGISTICA,11247454000188,014371,180.0,20250122,20250124
W.SP LOGISTICA,11247454000188,014371,80.0,20250124,20250204
LM MOTO,70963418000341,014371,60.0,20250127,20250204
LM MOTO,70963418000341,014371,40.0,20250203,20250204
LM MOTO,70963418000341,014371,30.0,20250324,20250325
W.SP LOGISTICA,11247454000188,014371,180.0,20250311,20250311
W.CO LOGISTICA EM DU,19246547000108,014394,20.0,20250114,20250114
W. NORDESTE,22101582000135,014394,20.0,20250115,20250116
MB DISTRIBUIDORA,06752049000268,014394,40.0,20250107,20250108
W. NORTE,51050054000364,014394,300.0,20250128,20250128
W.SP LOGISTICA,11247454000188,014394,100.0,20250321,20250321
W SUL DIST E IMP DE,08111865000137,014394,100.0,20250128,20250128
W SUL DIST E IMP DE,08111865000137,014394,300.0,20250128,20250128
W SUL DIST E IMP DE,08111865000137,014394,50.0,20250115,20250116
W. NORDESTE,22101582000135,009537,50.0,20250214,20250218
W.SP LOGISTICA,11247454000188,009537,50.0,20250204,20250214
LM MOTO,70963418000341,009537,50.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,009537,50.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,009537,50.0,20250214,20250218
W.SP LOGISTICA,11247454000188,005747,30.0,20250107,20250110
W. NORDESTE,22101582000135,005747,30.0,20250124,20250127
W SUL DIST E IMP DE,08111865000137,005747,30.0,20250107,20250116
LM MOTO,70963418000341,005747,30.0,20250107,20250110
MB DISTRIBUIDORA,06752049000268,005747,30.0,20250107,20250109
W SUL DIST E IMP DE,08111865000137,005747,30.0,20250307,20250314
W.SP LOGISTICA,11247454000188,005748,80.0,20250107,20250110
W. NORDESTE,22101582000135,005748,80.0,20250122,20250127
W SUL DIST E IMP DE,08111865000137,005748,80.0,20250221,20250307
MB DISTRIBUIDORA,06752049000268,005748,80.0,20250107,20250109
W SUL DIST E IMP DE,08111865000137,005748,160.0,20250307,20250314
W.CO LOGISTICA EM DU,19246547000108,005810,6.0,20250218,20250219
W SUL DIST E IMP DE,08111865000137,005810,12.0,20250218,20250221
W. NORDESTE,22101582000135,015845,10.0,20250115,20250116
W.CO LOGISTICA EM DU,19246547000108,009548,200.0,20250107,20250114
W.CO LOGISTICA EM DU,19246547000108,009548,200.0,20250221,20250227
W. NORDESTE,22101582000135,009548,400.0,20250107,20250116
W. NORDESTE,22101582000135,009548,200.0,20250312,20250312
LM MOTO,70963418000341,009548,200.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,009548,200.0,20250107,20250116
LM MOTO,70963418000341,009548,200.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,009548,200.0,20250214,20250217
MB DISTRIBUIDORA,06752049000268,009548,200.0,20250107,20250109
LM MOTO,70963418000341,013300,100.0,20250319,20250325
LM MOTO,70963418000341,013300,100.0,20250321,20250325
W.SP LOGISTICA,11247454000188,013300,100.0,20250213,20250214
LM MOTO,70963418000341,013300,100.0,20250321,        
MB DISTRIBUIDORA,06752049000268,013300,100.0,20250212,20250217
MB DISTRIBUIDORA,06752049000268,013300,100.0,20250321,20250324
W. NORTE,51050054000364,013354,100.0,20250107,20250114
LM MOTO,70963418000341,013425,200.0,20250312,20250319
W. NORDESTE,22101582000135,013425,30.0,20250124,        
W. NORDESTE,22101582000135,013425,50.0,20250311,20250312
W. NORDESTE,22101582000135,013425,20.0,20250211,20250312
W.SP LOGISTICA,11247454000188,013425,100.0,20250311,20250321
W SUL DIST E IMP DE,08111865000137,013425,50.0,20250311,20250314
MB DISTRIBUIDORA,06752049000268,013426,400.0,20250122,20250203
W.CO LOGISTICA EM DU,19246547000108,013450,16.0,20250107,20250114
W.SP LOGISTICA,11247454000188,013571,100.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,013571,100.0,20250321,20250327
LM MOTO,70963418000341,013571,100.0,20250321,20250325
LM MOTO,70963418000341,013571,100.0,20250321,        
W. NORTE,51050054000364,013571,100.0,20250213,20250228
W SUL DIST E IMP DE,08111865000137,013571,100.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,013571,100.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,013571,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,010356,200.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,010356,200.0,20250107,20250109
W. NORDESTE,22101582000135,010360,30.0,20250124,        
W. NORDESTE,22101582000135,010360,30.0,20250211,20250312
W.SP LOGISTICA,11247454000188,010362,200.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,010362,200.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,010362,1.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,010362,800.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,010362,200.0,20250214,20250221
W. NORDESTE,22101582000135,010362,600.0,20250214,20250224
LM MOTO,70963418000341,010362,400.0,20250214,20250221
LM MOTO,70963418000341,012113,6.0,20250107,20250110
LM MOTO,70963418000341,012113,10.0,20250109,20250124
MB DISTRIBUIDORA,06752049000268,012113,12.0,20250224,20250306
W.SP LOGISTICA,11247454000188,012212,200.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,012212,200.0,20250214,20250218
MB DISTRIBUIDORA,06752049000268,012248,100.0,20250122,20250203
W SUL DIST E IMP DE,08111865000137,012271,20.0,20250115,20250128
W. NORTE,51050054000364,012271,20.0,20250107,20250114
W.SP LOGISTICA,11247454000188,012312,100.0,20250107,20250110
W. NORDESTE,22101582000135,012312,100.0,20250107,20250116
LM MOTO,70963418000341,012312,100.0,20250328,20250402
MB DISTRIBUIDORA,06752049000268,012312,100.0,20250328,20250401
LM MOTO,70963418000341,012332,300.0,20250321,        
W.CO LOGISTICA EM DU,19246547000108,012332,300.0,20250213,20250219
W.SP LOGISTICA,11247454000188,012332,100.0,20250321,20250321
MB DISTRIBUIDORA,06752049000268,012332,1000.0,20250212,20250218
W SUL DIST E IMP DE,08111865000137,012332,300.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,012332,500.0,20250321,20250324
LM MOTO,70963418000341,012332,300.0,20250321,20250325
W. NORDESTE,22101582000135,012332,900.0,20250213,20250217
W.SP LOGISTICA,11247454000188,012332,600.0,20250213,20250214
LM MOTO,70963418000341,012332,800.0,20250213,20250221
LM MOTO,70963418000341,012333,200.0,20250321,        
LM MOTO,70963418000341,012333,100.0,20250321,20250325
LM MOTO,70963418000341,012333,200.0,20250321,20250325
W. NORDESTE,22101582000135,012333,100.0,20250213,20250217
W.SP LOGISTICA,11247454000188,012333,200.0,20250213,20250214
LM MOTO,70963418000341,012333,200.0,20250213,20250221
MB DISTRIBUIDORA,06752049000268,012333,100.0,20250322,20250324
MB DISTRIBUIDORA,06752049000268,012333,100.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,012333,100.0,20250321,20250324
W.SP LOGISTICA,11247454000188,012380,10.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,012380,10.0,20250117,20250128
W.SP LOGISTICA,11247454000188,012381,30.0,20250311,20250311
LM MOTO,70963418000341,012381,30.0,20250107,20250110
W. NORTE,51050054000364,012381,30.0,20250107,20250114
W.CO LOGISTICA EM DU,19246547000108,013304,100.0,20250213,20250219
W. NORDESTE,22101582000135,013304,300.0,20250213,20250217
W SUL DIST E IMP DE,08111865000137,013304,100.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,013304,100.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,013304,100.0,20250321,20250331
W.SP LOGISTICA,11247454000188,013304,100.0,20250311,20250311
W.SP LOGISTICA,11247454000188,013304,100.0,20250320,20250321
W.SP LOGISTICA,11247454000188,013304,100.0,20250321,20250321
MB DISTRIBUIDORA,06752049000268,013304,300.0,20250212,20250218
LM MOTO,70963418000341,013304,200.0,20250321,20250325
LM MOTO,70963418000341,013304,200.0,20250213,20250221
LM MOTO,70963418000341,013304,100.0,20250321,        
W SUL DIST E IMP DE,08111865000137,013442,40.0,20250107,20250116
LM MOTO,70963418000341,005191,700.0,20250213,20250306
W.CO LOGISTICA EM DU,19246547000108,005191,200.0,20250213,20250219
MB DISTRIBUIDORA,06752049000268,005191,600.0,20250212,20250218
W. NORDESTE,22101582000135,005191,400.0,20250213,20250217
W SUL DIST E IMP DE,08111865000137,005191,500.0,20250213,20250218
W.SP LOGISTICA,11247454000188,005191,300.0,20250213,20250214
W.SP LOGISTICA,11247454000188,005191,200.0,20250311,20250311
W SUL DIST E IMP DE,08111865000137,005247,40.0,20250312,20250314
W SUL DIST E IMP DE,08111865000137,005247,40.0,20250221,20250307
MB DISTRIBUIDORA,06752049000268,005247,40.0,20250107,20250109
W SUL DIST E IMP DE,08111865000137,015342,5.0,20250117,20250128
W.SP LOGISTICA,11247454000188,015342,50.0,20250116,20250124
W.CO LOGISTICA EM DU,19246547000108,015374,25.0,20250213,20250219
W. NORDESTE,22101582000135,015374,25.0,20250213,20250217
W.SP LOGISTICA,11247454000188,015374,50.0,20250213,20250214
W. NORDESTE,22101582000135,015397,60.0,20250214,20250218
LM MOTO,70963418000341,015397,60.0,20250122,20250124
LM MOTO,70963418000341,015397,60.0,20250204,20250211
W.SP LOGISTICA,11247454000188,015397,60.0,20250311,20250311
LM MOTO,70963418000341,015397,60.0,20250326,20250402
MB DISTRIBUIDORA,06752049000268,015397,120.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,015397,60.0,20250214,20250221
W.SP LOGISTICA,11247454000188,015397,180.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,015397,300.0,20250326,20250327
LM MOTO,70963418000341,015397,60.0,20250117,20250124
W SUL DIST E IMP DE,08111865000137,015397,60.0,20250326,20250331
W.SP LOGISTICA,11247454000188,015397,60.0,20250117,20250124
W.SP LOGISTICA,11247454000188,015397,120.0,20250204,20250204
W.CO LOGISTICA EM DU,19246547000108,015397,60.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,015397,60.0,20250107,20250109
W. NORDESTE,22101582000135,015399,20.0,20250214,20250218
W.SP LOGISTICA,11247454000188,015399,20.0,20250214,20250311
LM MOTO,70963418000341,015399,20.0,20250122,20250124
MB DISTRIBUIDORA,06752049000268,015399,20.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,015399,40.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,015399,20.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,015399,60.0,20250328,20250401
MB DISTRIBUIDORA,06752049000268,015399,40.0,20250117,20250120
W.SP LOGISTICA,11247454000188,015399,40.0,20250122,20250124
LM MOTO,70963418000341,015399,20.0,20250214,20250221
LM MOTO,70963418000341,015399,20.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,015399,20.0,20250117,20250127
W.SP LOGISTICA,11247454000188,015399,40.0,20250328,        
W.SP LOGISTICA,11247454000188,015399,40.0,20250117,20250124
W.SP LOGISTICA,11247454000188,015401,50.0,20250213,20250214
W.SP LOGISTICA,11247454000188,005180,400.0,20250213,20250214
W. NORDESTE,22101582000135,005180,100.0,20250322,20250328
W.CO LOGISTICA EM DU,19246547000108,005180,100.0,20250321,20250327
LM MOTO,70963418000341,005180,300.0,20250214,20250221
W. NORDESTE,22101582000135,005180,100.0,20250213,20250217
LM MOTO,70963418000341,005180,300.0,20250213,20250221
W.SP LOGISTICA,11247454000188,005180,200.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,005180,200.0,20250212,20250217
W SUL DIST E IMP DE,08111865000137,005180,200.0,20250212,20250218
MB DISTRIBUIDORA,06752049000268,005180,100.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,005180,200.0,20250321,20250331
W.SP LOGISTICA,11247454000188,005193,600.0,20250320,20250321
LM MOTO,70963418000341,005193,2300.0,20250213,20250306
W.CO LOGISTICA EM DU,19246547000108,005193,800.0,20250213,20250219
LM MOTO,70963418000341,005193,200.0,20250321,20250325
W. NORDESTE,22101582000135,005193,3400.0,20250213,20250217
W SUL DIST E IMP DE,08111865000137,005193,1100.0,20250213,20250218
W.SP LOGISTICA,11247454000188,005193,1600.0,20250213,20250214
W. NORTE,51050054000364,005193,200.0,20250213,20250228
W SUL DIST E IMP DE,08111865000137,005193,100.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,005193,200.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,005193,200.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,005193,2100.0,20250212,20250218
LM MOTO,70963418000341,015377,100.0,20250319,20250325
MB DISTRIBUIDORA,06752049000268,015386,15.0,20250117,20250120
W.SP LOGISTICA,11247454000188,015395,20.0,20250117,20250124
MB DISTRIBUIDORA,06752049000268,015395,30.0,20250117,20250120
LM MOTO,70963418000341,015476,200.0,20250107,20250110
LM MOTO,70963418000341,015476,200.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,015476,200.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,015476,400.0,20250121,20250203
MB DISTRIBUIDORA,06752049000268,015476,200.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,015476,600.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,004919,30.0,20250107,20250109
W.CO LOGISTICA EM DU,19246547000108,004924,60.0,20250221,20250227
W.CO LOGISTICA EM DU,19246547000108,004924,270.0,20250221,20250227
W. NORDESTE,22101582000135,004924,90.0,20250221,20250224
W. NORDESTE,22101582000135,004924,300.0,20250221,20250224
LM MOTO,70963418000341,004924,150.0,20250221,20250306
LM MOTO,70963418000341,004924,690.0,20250221,20250306
W SUL DIST E IMP DE,08111865000137,004924,180.0,20250221,20250307
MB DISTRIBUIDORA,06752049000268,004924,120.0,20250221,20250225
MB DISTRIBUIDORA,06752049000268,004924,420.0,20250221,20250225
W. NORTE,51050054000364,004924,60.0,20250221,20250228
W. NORTE,51050054000364,004924,150.0,20250221,20250228
W.SP LOGISTICA,11247454000188,004924,90.0,20250221,20250311
W.SP LOGISTICA,11247454000188,004924,360.0,20250221,20250311
W SUL DIST E IMP DE,08111865000137,004924,60.0,20250221,20250307
W.SP LOGISTICA,11247454000188,004956,1200.0,20250311,20250321
W.SP LOGISTICA,11247454000188,004956,900.0,20250324,20250328
LM MOTO,70963418000341,004956,500.0,20250312,20250319
LM MOTO,70963418000341,004956,1400.0,20250312,20250319
LM MOTO,70963418000341,004956,1300.0,20250324,20250325
W.CO LOGISTICA EM DU,19246547000108,004956,800.0,20250311,20250318
MB DISTRIBUIDORA,06752049000268,004956,2900.0,20250311,20250312
MB DISTRIBUIDORA,06752049000268,004956,1700.0,20250311,20250314
W SUL DIST E IMP DE,08111865000137,004956,1500.0,20250324,20250331
W. NORDESTE,22101582000135,004956,5800.0,20250311,20250312
MB DISTRIBUIDORA,06752049000268,004956,1.0,20250107,20250108
W.CO LOGISTICA EM DU,19246547000108,004956,1700.0,20250311,20250318
W SUL DIST E IMP DE,08111865000137,004956,800.0,20250311,20250314
W SUL DIST E IMP DE,08111865000137,004956,3200.0,20250311,20250314
W SUL DIST E IMP DE,08111865000137,004956,300.0,20250328,        
W.SP LOGISTICA,11247454000188,004956,100.0,20250328,        
LM MOTO,70963418000341,004956,200.0,20250328,20250402
MB DISTRIBUIDORA,06752049000268,004971,60.0,20250107,20250108
W.SP LOGISTICA,11247454000188,005087,8.0,20250218,20250221
MB DISTRIBUIDORA,06752049000268,005087,96.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,005087,16.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,005093,8.0,20250307,20250312
W.CO LOGISTICA EM DU,19246547000108,005094,8.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,005094,16.0,20250107,20250108
W SUL DIST E IMP DE,08111865000137,005094,8.0,20250123,20250128
W SUL DIST E IMP DE,08111865000137,005094,16.0,20250218,20250221
MB DISTRIBUIDORA,06752049000268,005094,32.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,005094,16.0,20250123,20250124
W SUL DIST E IMP DE,08111865000137,005100,24.0,20250307,20250314
MB DISTRIBUIDORA,06752049000268,005100,48.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,011417,20.0,20250211,        
MB DISTRIBUIDORA,06752049000268,011417,20.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,011417,40.0,20250117,20250120
